Host.Species,Lake,Year,Julian.Day,Julian,Date,Total,pasteuria.inf,metsch.inf,scarlet.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,micG.inf,pasteuria.prev,metsch.prev,scarlet.prev,brood.prev,larssonia.prev,spider.prev,gurleya.prev,micG.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
pulicaria,CrookedP,2016,2016260,260,16-Sep-16,20,0,0,0,1,0,0,0,NA,0,0,0,0.05,0,0,0,NA,1075,101910.7,74820.6,1075,14405.1,5375,215,6020,0,0
pulicaria,CrookedP,2016,2016273,273,29-Sep-16,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,71165.6,51170.4,0,5590,7525.1,0,6880.1,0,0
retrocurva,CrookedP,2016,2016204,204,22-Jul-16,55,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,3870,80267.2,62493.8,4730,3870,1146.7,0,8026.7,0,0
retrocurva,CrookedP,2016,2016218,218,5-Aug-16,200,0,0,0,1,0,0,0,NA,0,0,0,0.005,0,0,0,NA,15480.1,92307.4,62207.2,1720,15480.1,4013.4,0,8026.7,0,0
retrocurva,CrookedP,2016,2016231,231,18-Aug-16,212,0,0,2,0,0,0,0,NA,0,0,0.00943396226415094,0,0,0,0,NA,21500.2,60128.8,29240.2,860,21500.2,5733.4,0,2795,0,0
retrocurva,CrookedP,2016,2016245,245,1-Sep-16,185,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,10320.1,43430.5,21070.2,860,10320.1,6880.1,286.7,3726.7,0,0
retrocurva,CrookedP,2016,2016260,260,16-Sep-16,276,0,0,0,3,0,0,0,NA,0,0,0,0.0108695652173913,0,0,0,NA,14405.1,101910.7,74820.6,1075,14405.1,5375,215,6020,0,0
retrocurva,CrookedP,2016,2016273,273,29-Sep-16,100,0,0,0,2,0,0,0,NA,0,0,0,0.02,0,0,0,NA,5590,71165.6,51170.4,0,5590,7525.1,0,6880.1,0,0
retrocurva,CrookedP,2016,2016287,287,13-Oct-16,90,1,0,0,1,0,0,0,NA,0.0111111111111111,0,0,0.0111111111111111,0,0,0,NA,5160,57405.4,40420.3,0,5160,6235.1,0,5590,0,0
retrocurva,CrookedP,2016,2016302,302,28-Oct-16,113,0,0,0,3,0,0,0,NA,0,0,0,0.0265486725663717,0,0,0,NA,7052.1,57147.5,37410.3,0,7052.1,1935,0,10750.1,0,0
retrocurva,CrookedP,2016,2016315,315,10-Nov-16,159,0,0,0,4,0,0,0,NA,0,0,0,0.0251572327044025,0,0,0,NA,6593.4,35403.6,12040.1,0,6593.4,860,0,15910.1,0,0
ceriodaphnia,CrookedW,2016,2016222,222,9-Aug-16,25,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1075,27305.2,1720,0,23650.2,1075,860,0,0,0
ceriodaphnia,CrookedW,2016,2016236,236,23-Aug-16,214,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,7453.4,28810.3,2580,0,18490.2,7453.4,286.7,0,0,0
ceriodaphnia,CrookedW,2016,2016251,251,7-Sep-16,207,1,0,0,0,0,0,0,NA,0.00483091787439614,0,0,0,0,0,0,NA,8600.1,19780.2,2150,0,9030.1,8600.1,0,0,0,0
ceriodaphnia,CrookedW,2016,2016263,263,19-Sep-16,205,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,17773.5,27520.3,286.7,0,9030.1,17773.5,430,0,0,0
ceriodaphnia,CrookedW,2016,2016278,278,4-Oct-16,157,0,0,0,1,0,0,0,NA,0,0,0,0.00636942675159236,0,0,0,NA,8600.1,38528.3,1376,0,28380.2,8600.1,172,0,0,0
ceriodaphnia,CrookedW,2016,2016291,291,17-Oct-16,183,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,6593.4,16053.5,1720,0,7740.1,6593.4,0,0,0,0
ceriodaphnia,CrookedW,2016,2016306,306,1-Nov-16,24,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,860,16483.4,1720,0,13473.4,860,430,0,0,0
dentifera,CrookedW,2016,2016207,207,25-Jul-16,242,2,0,0,0,0,0,0,NA,0.00826446280991736,0,0,0,0,0,0,NA,36693.6,75250.6,36693.6,0,10606.8,1720,26230.2,0,0,0
dentifera,CrookedW,2016,2016222,222,9-Aug-16,50,2,0,0,0,0,0,0,NA,0.04,0,0,0,0,0,0,NA,1720,27305.2,1720,0,23650.2,1075,860,0,0,0
dentifera,CrookedW,2016,2016236,236,23-Aug-16,83,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,2580,28810.3,2580,0,18490.2,7453.4,286.7,0,0,0
dentifera,CrookedW,2016,2016251,251,7-Sep-16,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2150,19780.2,2150,0,9030.1,8600.1,0,0,0,0
dentifera,CrookedW,2016,2016263,263,19-Sep-16,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,286.7,27520.3,286.7,0,9030.1,17773.5,430,0,0,0
dentifera,CrookedW,2016,2016278,278,4-Oct-16,35,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1376,38528.3,1376,0,28380.2,8600.1,172,0,0,0
dentifera,CrookedW,2016,2016291,291,17-Oct-16,50,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1720,16053.5,1720,0,7740.1,6593.4,0,0,0,0
dentifera,CrookedW,2016,2016306,306,1-Nov-16,14,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1720,16483.4,1720,0,13473.4,860,430,0,0,0
dubia,CrookedW,2016,2016207,207,25-Jul-16,221,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,26230.2,75250.6,36693.6,0,10606.8,1720,26230.2,0,0,0
dubia,CrookedW,2016,2016222,222,9-Aug-16,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,860,27305.2,1720,0,23650.2,1075,860,0,0,0
dubia,CrookedW,2016,2016236,236,23-Aug-16,4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,286.7,28810.3,2580,0,18490.2,7453.4,286.7,0,0,0
dubia,CrookedW,2016,2016251,251,7-Sep-16,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,19780.2,2150,0,9030.1,8600.1,0,0,0,0
dubia,CrookedW,2016,2016263,263,19-Sep-16,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,430,27520.3,286.7,0,9030.1,17773.5,430,0,0,0
dubia,CrookedW,2016,2016278,278,4-Oct-16,3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,172,38528.3,1376,0,28380.2,8600.1,172,0,0,0
dubia,CrookedW,2016,2016291,291,17-Oct-16,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,16053.5,1720,0,7740.1,6593.4,0,0,0,0
mendotae,CrookedW,2016,2016306,306,1-Nov-16,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,16483.4,1720,0,13473.4,860,430,0,0,0
retrocurva,CrookedW,2016,2016207,207,25-Jul-16,226,2,0,0,0,0,0,0,NA,0.00884955752212389,0,0,0,0,0,0,NA,10606.8,75250.6,36693.6,0,10606.8,1720,26230.2,0,0,0
retrocurva,CrookedW,2016,2016222,222,9-Aug-16,209,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,23650.2,27305.2,1720,0,23650.2,1075,860,0,0,0
retrocurva,CrookedW,2016,2016236,236,23-Aug-16,202,1,0,0,0,0,0,0,NA,0.00495049504950495,0,0,0,0,0,0,NA,18490.2,28810.3,2580,0,18490.2,7453.4,286.7,0,0,0
retrocurva,CrookedW,2016,2016251,251,7-Sep-16,200,1,0,0,1,0,0,0,NA,0.005,0,0,0.005,0,0,0,NA,9030.1,19780.2,2150,0,9030.1,8600.1,0,0,0,0
retrocurva,CrookedW,2016,2016263,263,19-Sep-16,187,2,0,0,0,0,0,0,NA,0.0106951871657754,0,0,0,0,0,0,NA,9030.1,27520.3,286.7,0,9030.1,17773.5,430,0,0,0
retrocurva,CrookedW,2016,2016278,278,4-Oct-16,212,4,0,0,0,0,0,0,NA,0.0188679245283019,0,0,0,0,0,0,NA,28380.2,38528.3,1376,0,28380.2,8600.1,172,0,0,0
retrocurva,CrookedW,2016,2016291,291,17-Oct-16,209,1,0,0,0,0,0,0,NA,0.00478468899521531,0,0,0,0,0,0,NA,7740.1,16053.5,1720,0,7740.1,6593.4,0,0,0,0
retrocurva,CrookedW,2016,2016306,306,1-Nov-16,233,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,13473.4,16483.4,1720,0,13473.4,860,430,0,0,0
ambigua,Gosling,2016,2016208,208,26-Jul-16,11,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,860,65790.5,14190.1,0,0,49880.4,0,860,860,0
ambigua,Gosling,2016,2016211,211,29-Jul-16,16,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,860,142331.1,20210.2,0,0,116100.9,0,5160,860,0
ambigua,Gosling,2016,2016214,214,1-Aug-16,16,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,286.7,162398.1,26946.9,0,0,129431.1,0,5733.4,286.7,0
ambigua,Gosling,2016,2016217,217,4-Aug-16,46,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,860,190921.6,26230.2,0,430,154371.3,0,9030.1,860,0
ambigua,Gosling,2016,2016220,220,7-Aug-16,29,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,2150,362922.9,62780.5,215,0,284232.3,0,13545.1,2150,0
ambigua,Gosling,2016,2016223,223,10-Aug-16,29,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1290,154371.2,17200.1,0,0,131581.1,0,4300,1290,0
ambigua,Gosling,2016,2016226,226,13-Aug-16,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1075,257572.1,22360.2,215,0,221451.8,0,12470.1,1075,0
ambigua,Gosling,2016,2016232,232,19-Aug-16,4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,344002.7,39130.3,0,0,299282.4,0,5590,0,0
ambigua,Gosling,2016,2016235,235,22-Aug-16,11,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,430,463113.7,43000.3,860,0,411083.3,0,7740.1,430,0
ambigua,Gosling,2016,2016238,238,25-Aug-16,15,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1075,264237.2,45580.4,0,0,208981.7,0,8600.1,1075,0
ambigua,Gosling,2016,2016241,241,28-Aug-16,7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,860,147204.5,19350.2,0,0,114380.9,0,12613.4,860,0
ambigua,Gosling,2016,2016244,244,31-Aug-16,2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,115885.9,16340.1,645,0,95460.8,0,3440,0,0
ambigua,Gosling,2016,2016247,247,3-Sep-16,4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,222926.1,34830.3,0,0,184041.5,0,4054.3,0,0
ambigua,Gosling,2016,2016250,250,6-Sep-16,16,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,157166.3,35260.3,860,215,117821,0,3010,0,0
ambigua,Gosling,2016,2016253,253,9-Sep-16,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,177591.4,51170.4,430,0,122551,0,3440,0,0
ambigua,Gosling,2016,2016256,256,12-Sep-16,7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,430,136741.1,25370.2,430,0,105780.9,0,4730,430,0
ambigua,Gosling,2016,2016259,259,15-Sep-16,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,180601.4,27950.2,0,0,149211.2,0,3440,0,0
ambigua,Gosling,2016,2016262,262,18-Sep-16,13,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,573.3,274772.2,61633.8,0,0,210271.7,0,2293.4,573.3,0
ambigua,Gosling,2016,2016265,265,21-Sep-16,17,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,172216.3,17200.1,0,0,151361.2,0,3655,0,0
ambigua,Gosling,2016,2016268,268,24-Sep-16,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,430,296702.4,85140.7,0,0,195221.6,0,15910.1,430,0
ambigua,Gosling,2016,2016271,271,27-Sep-16,13,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,286.7,135307.7,29670.2,0,286.7,91590.7,0,13473.4,286.7,0
ambigua,Gosling,2016,2016274,274,30-Sep-16,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,143.3,114954.2,15050.1,0,0,97610.8,0,2150,143.3,0
ambigua,Gosling,2016,2016277,277,3-Oct-16,4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,645,83420.6,13760.1,215,0,64070.5,0,4730,645,0
ambigua,Gosling,2016,2016280,280,6-Oct-16,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,119971,8815.1,0,0,106640.9,0,4515,0,0
ambigua,Gosling,2016,2016283,283,9-Oct-16,31,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1935,188556.5,25370.2,0,0,150071.2,0,11180.1,1935,0
ambigua,Gosling,2016,2016286,286,12-Oct-16,5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,860,100764.2,24510.2,0,0,70090.6,0,5303.4,860,0
ambigua,Gosling,2016,2016289,289,15-Oct-16,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,245.7,43409.9,11753.4,0,368.6,28093.6,0,2948.6,245.7,0
ambigua,Gosling,2016,2016292,292,18-Oct-16,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1935,76755.7,9245.1,215,430,57620.5,0,7310.1,1935,0
ambigua,Gosling,2016,2016295,295,21-Oct-16,21,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,286.7,66363.8,17200.1,0,0,40850.3,0,8026.7,286.7,0
ambigua,Gosling,2016,2016298,298,24-Oct-16,16,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,688,49249.7,20353.5,516,0,24940.2,0,2752,688,0
ambigua,Gosling,2016,2016301,301,27-Oct-16,12,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1146.7,56473.9,21500.2,0,0,32680.3,0,1146.7,1146.7,0
ambigua,Gosling,2016,2016304,304,30-Oct-16,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,215,19350.1,4945,0,107.5,12255.1,0,1827.5,215,0
ambigua,Gosling,2016,2016307,307,2-Nov-16,4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,24295.2,8385.1,0,0,12685.1,0,3225,0,0
ambigua,Gosling,2016,2016310,310,5-Nov-16,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,430,22145.2,7095.1,0,430,12900.1,0,1290,430,0
ambigua,Gosling,2016,2016313,313,8-Nov-16,20,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,430,13186.7,5590,0,143.3,5303.4,0,1720,430,0
ambigua,Gosling,2016,2016316,316,11-Nov-16,20,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,143.3,8886.7,3010,0,0,3440,0,2293.4,143.3,0
ceriodaphnia,Gosling,2016,2016208,208,26-Jul-16,218,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,49880.4,65790.5,14190.1,0,0,49880.4,0,860,860,0
ceriodaphnia,Gosling,2016,2016211,211,29-Jul-16,220,0,1,0,0,0,0,0,NA,0,0.00454545454545455,0,0,0,0,0,NA,116100.9,142331.1,20210.2,0,0,116100.9,0,5160,860,0
ceriodaphnia,Gosling,2016,2016214,214,1-Aug-16,234,0,1,0,0,0,0,0,NA,0,0.00427350427350427,0,0,0,0,0,NA,129431.1,162398.1,26946.9,0,0,129431.1,0,5733.4,286.7,0
ceriodaphnia,Gosling,2016,2016217,217,4-Aug-16,283,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,154371.3,190921.6,26230.2,0,430,154371.3,0,9030.1,860,0
ceriodaphnia,Gosling,2016,2016220,220,7-Aug-16,235,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,284232.3,362922.9,62780.5,215,0,284232.3,0,13545.1,2150,0
ceriodaphnia,Gosling,2016,2016223,223,10-Aug-16,212,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,131581.1,154371.2,17200.1,0,0,131581.1,0,4300,1290,0
ceriodaphnia,Gosling,2016,2016226,226,13-Aug-16,221,0,0,0,2,0,0,0,NA,0,0,0,0.00904977375565611,0,0,0,NA,221451.8,257572.1,22360.2,215,0,221451.8,0,12470.1,1075,0
ceriodaphnia,Gosling,2016,2016229,229,16-Aug-16,256,0,0,0,1,0,0,0,NA,0,0,0,0.00390625,0,0,0,NA,114810.9,143191.1,27950.2,0,0,114810.9,0,430,0,0
ceriodaphnia,Gosling,2016,2016232,232,19-Aug-16,204,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,299282.4,344002.7,39130.3,0,0,299282.4,0,5590,0,0
ceriodaphnia,Gosling,2016,2016235,235,22-Aug-16,295,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,411083.3,463113.7,43000.3,860,0,411083.3,0,7740.1,430,0
ceriodaphnia,Gosling,2016,2016238,238,25-Aug-16,203,0,0,0,1,0,0,0,NA,0,0,0,0.00492610837438424,0,0,0,NA,208981.7,264237.2,45580.4,0,0,208981.7,0,8600.1,1075,0
ceriodaphnia,Gosling,2016,2016241,241,28-Aug-16,280,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,114380.9,147204.5,19350.2,0,0,114380.9,0,12613.4,860,0
ceriodaphnia,Gosling,2016,2016244,244,31-Aug-16,245,0,0,0,2,0,0,0,NA,0,0,0,0.00816326530612245,0,0,0,NA,95460.8,115885.9,16340.1,645,0,95460.8,0,3440,0,0
ceriodaphnia,Gosling,2016,2016247,247,3-Sep-16,273,0,0,0,2,0,0,0,NA,0,0,0,0.00732600732600733,0,0,0,NA,184041.5,222926.1,34830.3,0,0,184041.5,0,4054.3,0,0
ceriodaphnia,Gosling,2016,2016250,250,6-Sep-16,276,0,0,0,1,0,0,0,NA,0,0,0,0.0036231884057971,0,0,0,NA,117821,157166.3,35260.3,860,215,117821,0,3010,0,0
ceriodaphnia,Gosling,2016,2016253,253,9-Sep-16,312,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,122551,177591.4,51170.4,430,0,122551,0,3440,0,0
ceriodaphnia,Gosling,2016,2016256,256,12-Sep-16,210,0,0,0,1,0,0,0,NA,0,0,0,0.00476190476190476,0,0,0,NA,105780.9,136741.1,25370.2,430,0,105780.9,0,4730,430,0
ceriodaphnia,Gosling,2016,2016259,259,15-Sep-16,235,0,0,0,2,0,0,0,NA,0,0,0,0.00851063829787234,0,0,0,NA,149211.2,180601.4,27950.2,0,0,149211.2,0,3440,0,0
ceriodaphnia,Gosling,2016,2016262,262,18-Sep-16,227,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,210271.7,274772.2,61633.8,0,0,210271.7,0,2293.4,573.3,0
ceriodaphnia,Gosling,2016,2016265,265,21-Sep-16,242,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,151361.2,172216.3,17200.1,0,0,151361.2,0,3655,0,0
ceriodaphnia,Gosling,2016,2016268,268,24-Sep-16,310,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,195221.6,296702.4,85140.7,0,0,195221.6,0,15910.1,430,0
ceriodaphnia,Gosling,2016,2016271,271,27-Sep-16,276,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,91590.7,135307.7,29670.2,0,286.7,91590.7,0,13473.4,286.7,0
ceriodaphnia,Gosling,2016,2016274,274,30-Sep-16,261,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,97610.8,114954.2,15050.1,0,0,97610.8,0,2150,143.3,0
ceriodaphnia,Gosling,2016,2016277,277,3-Oct-16,200,0,1,0,0,0,0,0,NA,0,0.005,0,0,0,0,0,NA,64070.5,83420.6,13760.1,215,0,64070.5,0,4730,645,0
ceriodaphnia,Gosling,2016,2016280,280,6-Oct-16,251,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,106640.9,119971,8815.1,0,0,106640.9,0,4515,0,0
ceriodaphnia,Gosling,2016,2016283,283,9-Oct-16,237,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,150071.2,188556.5,25370.2,0,0,150071.2,0,11180.1,1935,0
ceriodaphnia,Gosling,2016,2016286,286,12-Oct-16,224,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,70090.6,100764.2,24510.2,0,0,70090.6,0,5303.4,860,0
ceriodaphnia,Gosling,2016,2016289,289,15-Oct-16,217,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,28093.6,43409.9,11753.4,0,368.6,28093.6,0,2948.6,245.7,0
ceriodaphnia,Gosling,2016,2016292,292,18-Oct-16,265,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,57620.5,76755.7,9245.1,215,430,57620.5,0,7310.1,1935,0
ceriodaphnia,Gosling,2016,2016295,295,21-Oct-16,230,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,40850.3,66363.8,17200.1,0,0,40850.3,0,8026.7,286.7,0
ceriodaphnia,Gosling,2016,2016298,298,24-Oct-16,211,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,24940.2,49249.7,20353.5,516,0,24940.2,0,2752,688,0
ceriodaphnia,Gosling,2016,2016301,301,27-Oct-16,244,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,32680.3,56473.9,21500.2,0,0,32680.3,0,1146.7,1146.7,0
ceriodaphnia,Gosling,2016,2016304,304,30-Oct-16,147,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,12255.1,19350.1,4945,0,107.5,12255.1,0,1827.5,215,0
ceriodaphnia,Gosling,2016,2016307,307,2-Nov-16,271,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,12685.1,24295.2,8385.1,0,0,12685.1,0,3225,0,0
ceriodaphnia,Gosling,2016,2016310,310,5-Nov-16,85,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,12900.1,22145.2,7095.1,0,430,12900.1,0,1290,430,0
ceriodaphnia,Gosling,2016,2016313,313,8-Nov-16,98,0,0,0,1,0,0,0,NA,0,0,0,0.0102040816326531,0,0,0,NA,5303.4,13186.7,5590,0,143.3,5303.4,0,1720,430,0
ceriodaphnia,Gosling,2016,2016316,316,11-Nov-16,101,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,3440,8886.7,3010,0,0,3440,0,2293.4,143.3,0
dentifera,Gosling,2016,2016208,208,26-Jul-16,238,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,14190.1,65790.5,14190.1,0,0,49880.4,0,860,860,0
dentifera,Gosling,2016,2016211,211,29-Jul-16,232,0,1,0,1,0,0,0,NA,0,0.00431034482758621,0,0.00431034482758621,0,0,0,NA,20210.2,142331.1,20210.2,0,0,116100.9,0,5160,860,0
dentifera,Gosling,2016,2016214,214,1-Aug-16,204,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,26946.9,162398.1,26946.9,0,0,129431.1,0,5733.4,286.7,0
dentifera,Gosling,2016,2016217,217,4-Aug-16,222,0,0,0,1,0,0,0,NA,0,0,0,0.0045045045045045,0,0,0,NA,26230.2,190921.6,26230.2,0,430,154371.3,0,9030.1,860,0
dentifera,Gosling,2016,2016220,220,7-Aug-16,214,1,0,0,0,0,0,0,NA,0.00467289719626168,0,0,0,0,0,0,NA,62780.5,362922.9,62780.5,215,0,284232.3,0,13545.1,2150,0
dentifera,Gosling,2016,2016223,223,10-Aug-16,412,0,0,0,0,1,0,0,NA,0,0,0,0,0.00242718446601942,0,0,NA,17200.1,154371.2,17200.1,0,0,131581.1,0,4300,1290,0
dentifera,Gosling,2016,2016226,226,13-Aug-16,220,0,0,0,3,0,0,0,NA,0,0,0,0.0136363636363636,0,0,0,NA,22360.2,257572.1,22360.2,215,0,221451.8,0,12470.1,1075,0
dentifera,Gosling,2016,2016229,229,16-Aug-16,430,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,27950.2,143191.1,27950.2,0,0,114810.9,0,430,0,0
dentifera,Gosling,2016,2016232,232,19-Aug-16,250,0,0,0,1,0,0,0,NA,0,0,0,0.004,0,0,0,NA,39130.3,344002.7,39130.3,0,0,299282.4,0,5590,0,0
dentifera,Gosling,2016,2016235,235,22-Aug-16,255,0,0,0,2,0,0,0,NA,0,0,0,0.00784313725490196,0,0,0,NA,43000.3,463113.7,43000.3,860,0,411083.3,0,7740.1,430,0
dentifera,Gosling,2016,2016238,238,25-Aug-16,216,1,0,0,0,1,0,0,NA,0.00462962962962963,0,0,0,0.00462962962962963,0,0,NA,45580.4,264237.2,45580.4,0,0,208981.7,0,8600.1,1075,0
dentifera,Gosling,2016,2016241,241,28-Aug-16,376,1,0,0,1,0,0,0,NA,0.00265957446808511,0,0,0.00265957446808511,0,0,0,NA,19350.2,147204.5,19350.2,0,0,114380.9,0,12613.4,860,0
dentifera,Gosling,2016,2016244,244,31-Aug-16,218,2,0,0,0,1,0,0,NA,0.00917431192660551,0,0,0,0.00458715596330275,0,0,NA,16340.1,115885.9,16340.1,645,0,95460.8,0,3440,0,0
dentifera,Gosling,2016,2016247,247,3-Sep-16,222,1,0,0,2,0,0,0,NA,0.0045045045045045,0,0,0.00900900900900901,0,0,0,NA,34830.3,222926.1,34830.3,0,0,184041.5,0,4054.3,0,0
dentifera,Gosling,2016,2016250,250,6-Sep-16,275,0,0,0,2,0,0,0,NA,0,0,0,0.00727272727272727,0,0,0,NA,35260.3,157166.3,35260.3,860,215,117821,0,3010,0,0
dentifera,Gosling,2016,2016253,253,9-Sep-16,244,4,0,0,0,0,0,0,NA,0.0163934426229508,0,0,0,0,0,0,NA,51170.4,177591.4,51170.4,430,0,122551,0,3440,0,0
dentifera,Gosling,2016,2016256,256,12-Sep-16,221,1,0,0,0,0,0,0,NA,0.00452488687782805,0,0,0,0,0,0,NA,25370.2,136741.1,25370.2,430,0,105780.9,0,4730,430,0
dentifera,Gosling,2016,2016259,259,15-Sep-16,210,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,27950.2,180601.4,27950.2,0,0,149211.2,0,3440,0,0
dentifera,Gosling,2016,2016262,262,18-Sep-16,270,2,0,0,0,0,0,0,NA,0.00740740740740741,0,0,0,0,0,0,NA,61633.8,274772.2,61633.8,0,0,210271.7,0,2293.4,573.3,0
dentifera,Gosling,2016,2016265,265,21-Sep-16,237,2,0,0,0,0,0,0,NA,0.00843881856540084,0,0,0,0,0,0,NA,17200.1,172216.3,17200.1,0,0,151361.2,0,3655,0,0
dentifera,Gosling,2016,2016268,268,24-Sep-16,254,8,0,0,1,0,0,0,NA,0.031496062992126,0,0,0.00393700787401575,0,0,0,NA,85140.7,296702.4,85140.7,0,0,195221.6,0,15910.1,430,0
dentifera,Gosling,2016,2016271,271,27-Sep-16,215,1,0,0,0,0,0,0,NA,0.00465116279069767,0,0,0,0,0,0,NA,29670.2,135307.7,29670.2,0,286.7,91590.7,0,13473.4,286.7,0
